GTID,PID,TID,JOBS,IGNORED_JOBS,EVENTS,IGNORED_EVENTS,TNAME,PNAME,READY_CYCLE_TRANS,RUNNING_CYCLE_TRANS
1319102_6,1319102,6,0,0,0,2,IpcStubTransport(uds_rid_communication.2.0.tpms_uds_did_rid_instance),opt/apps/bin/tyre_and_wheel_monitor,0,0
1319102_7,1319102,7,12,0,0,44,SignalComm,opt/apps/bin/tyre_and_wheel_monitor,0,0
1319103_1,1319103,1,0,0,0,1,None_1,opt/apps/bin/visibilitysensorcleaning_server,0,0
1319103_2,1319103,2,0,0,0,2,SignalHandler,opt/apps/bin/visibilitysensorcleaning_server,0,0
1319103_3,1319103,3,0,0,0,2,IpcPulseRouter,opt/apps/bin/visibilitysensorcleaning_server,0,0
1319103_4,1319103,4,0,0,0,2,IpcStubTransport(visibilitysensorcleaning.0.7.visibilitysensorcleaning_default),opt/apps/bin/visibilitysensorcleaning_server,0,0
1319104_1,1319104,1,0,0,0,1,None_1,opt/apps/bin/wiperwasher_server,0,0
1319104_2,1319104,2,0,0,0,2,SignalHandler,opt/apps/bin/wiperwasher_server,0,0
1319104_3,1319104,3,10,0,0,32,SignalComm,opt/apps/bin/wiperwasher_server,0,0
1319104_4,1319104,4,0,0,0,2,IpcPulseRouter,opt/apps/bin/wiperwasher_server,0,0
1319104_5,1319104,5,0,0,0,2,IpcStubTransport(wiperwasher.0.6.wiperwasher_default),opt/apps/bin/wiperwasher_server,0,0
1319105_1,1319105,1,507,0,0,1982,None_1,opt/apps/bin/adaptivefrontlight_server,0,0
1319105_2,1319105,2,0,0,0,2,xcp_recv_thread,opt/apps/bin/adaptivefrontlight_server,0,0
1319105_3,1319105,3,0,0,0,2,IpcPulseRouter,opt/apps/bin/adaptivefrontlight_server,0,0
1319105_4,1319105,4,0,0,0,2,IpcStubTransport(uds_did_communication.2.0.uds_rid_did_exterior_light_adjustment),opt/apps/bin/adaptivefrontlight_server,0,0
1319105_5,1319105,5,0,0,0,2,IpcStubTransport(uds_rid_communication.2.0.uds_rid_did_exterior_light_adjustment),opt/apps/bin/adaptivefrontlight_server,0,0
1319105_6,1319105,6,0,0,0,2,IpcStubTransport(adaptivefrontlight.1.7.server_default),opt/apps/bin/adaptivefrontlight_server,0,0
1319105_7,1319105,7,0,0,0,2,SignalHandler,opt/apps/bin/adaptivefrontlight_server,0,0
1319106_1,1319106,1,495,0,0,1846,None_1,opt/apps/bin/adasactuationarbitrationmanager,0,0
1319106_2,1319106,2,0,0,0,2,xcp_recv_thread,opt/apps/bin/adasactuationarbitrationmanager,0,0
1319106_3,1319106,3,0,0,0,2,IpcStubTransport(adasfunctionsarbitrationsinterface.5.0.adas_functionsarbitration_default),opt/apps/bin/adasactuationarbitrationmanager,0,0
1319106_4,1319106,4,0,0,0,2,IpcStubTransport(adasfunctionsarbitrationexternalinterface.1.0.adas_functionsarbitration_external_de,opt/apps/bin/adasactuationarbitrationmanager,0,0
1319106_5,1319106,5,0,0,0,2,IpcStubTransport(adasactuationarbitrationstatusinterface.1.5.adas_actuationarbitrationstatus_default,opt/apps/bin/adasactuationarbitrationmanager,0,0
1319106_6,1319106,6,163,0,0,799,SignalComm,opt/apps/bin/adasactuationarbitrationmanager,0,0
1319106_7,1319106,7,10,0,0,31,SignalComm,opt/apps/bin/adasactuationarbitrationmanager,0,0
1319106_8,1319106,8,10,0,0,35,SignalComm,opt/apps/bin/adasactuationarbitrationmanager,0,0
1319106_9,1319106,9,0,0,0,2,IpcPulseRouter,opt/apps/bin/adasactuationarbitrationmanager,0,0
1319106_10,1319106,10,0,0,0,2,SignalHandler,opt/apps/bin/adasactuationarbitrationmanager,0,0
1319107_1,1319107,1,53,0,0,208,None_1,opt/apps/bin/adascleaningmanager,0,0
1319107_2,1319107,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/adascleaningmanager,0,0
1319107_3,1319107,3,0,0,0,2,SignalHandler,opt/apps/bin/adascleaningmanager,0,0
1319108_1,1319108,1,147,0,0,1370,None_1,opt/apps/bin/adasdomaincontroller_server,0,0
1319108_2,1319108,2,0,0,0,2,xcp_recv_thread,opt/apps/bin/adasdomaincontroller_server,0,0
1319108_3,1319108,3,0,0,0,2,SignalHandler,opt/apps/bin/adasdomaincontroller_server,0,0
1319108_4,1319108,4,0,0,0,2,IpcStubTransport(adasdomaincontrollerinterface.4.0.adas_domain_controller_interface_default),opt/apps/bin/adasdomaincontroller_server,0,0
1319108_5,1319108,5,0,0,0,2,IpcStubTransport(adasconfigurationinterface.7.0.adas_configuration_interface_default),opt/apps/bin/adasdomaincontroller_server,0,0
1319108_6,1319108,6,0,0,0,2,IpcStubTransport(adasdriverinputsinterface.3.0.adas_driver_inputs_interface_default),opt/apps/bin/adasdomaincontroller_server,0,0
1319108_7,1319108,7,0,0,0,2,IpcStubTransport(adasdomaincontrollerinterfacev2.4.1.adas_domain_controller_interfacev2_default),opt/apps/bin/adasdomaincontroller_server,0,0
1319108_8,1319108,8,0,0,0,2,IpcStubTransport(adasconfigurationinterfacev2.7.2.adas_configuration_interfacev2_default),opt/apps/bin/adasdomaincontroller_server,0,0
1319108_9,1319108,9,0,0,0,2,IpcStubTransport(adasdriverinputsinterfacev2.3.3.adas_driver_inputs_interfacev2_default),opt/apps/bin/adasdomaincontroller_server,0,0
1319108_10,1319108,10,0,0,0,2,IpcPulseRouter,opt/apps/bin/adasdomaincontroller_server,0,0
1319109_1,1319109,1,20,0,0,79,None_1,opt/apps/bin/adasdriverstate_server,0,0
1319109_2,1319109,2,0,0,0,2,SignalHandler,opt/apps/bin/adasdriverstate_server,0,0
1319109_3,1319109,3,0,0,0,2,IpcStubTransport(adasdriverstateinterface.3.3.adas_driver_state_interface_default),opt/apps/bin/adasdriverstate_server,0,0
1319109_4,1319109,4,0,0,0,2,IpcStubTransport(adasdriverstateinterfacev2.3.3.adas_driver_state_interface_v2_default),opt/apps/bin/adasdriverstate_server,0,0
1319109_5,1319109,5,0,0,0,2,IpcPulseRouter,opt/apps/bin/adasdriverstate_server,0,0
1319110_1,1319110,1,504,0,0,2209,None_1,opt/apps/bin/adasinformationmanager,0,0
1319110_2,1319110,2,0,0,0,2,xcp_recv_thread,opt/apps/bin/adasinformationmanager,0,0
1319110_3,1319110,3,164,0,0,756,SignalComm,opt/apps/bin/adasinformationmanager,0,0
1319110_4,1319110,4,107,0,0,400,IpcPulseRouter,opt/apps/bin/adasinformationmanager,0,0
1319110_5,1319110,5,0,0,0,2,IpcStubTransport(adasfunctionsstatusinterface.2.1.adasfunctionsstatus_default),opt/apps/bin/adasinformationmanager,0,0
1319110_6,1319110,6,0,0,0,2,IpcStubTransport(adasfunctionsstatusinterfacev2.2.1.adasfunctionsstatusv2_default),opt/apps/bin/adasinformationmanager,0,0
1319110_7,1319110,7,0,0,0,2,IpcStubTransport(adasinformationmanagerinterface.2.1.adasinformationmanager_default),opt/apps/bin/adasinformationmanager,0,0
1319110_8,1319110,8,0,0,0,2,IpcStubTransport(adasinformationmanagerinterfacev2.2.1.adasinformationmanagerv2_default),opt/apps/bin/adasinformationmanager,0,0
1319110_9,1319110,9,0,0,0,2,SignalHandler,opt/apps/bin/adasinformationmanager,0,0
1319111_1,1319111,1,749,0,0,2279,None_1,opt/apps/bin/powersteering_server,0,22
1319111_2,1319111,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/powersteering_server,0,0
1319111_3,1319111,3,0,0,0,2,IpcStubTransport(powersteering.4.4.powersteering_default),opt/apps/bin/powersteering_server,0,0
1319111_4,1319111,4,0,0,0,2,SignalHandler,opt/apps/bin/powersteering_server,0,0
1319112_1,1319112,1,293,0,0,1893,None_1,opt/apps/bin/radar-server,0,0
1319112_2,1319112,2,0,0,0,2,SignalHandler,opt/apps/bin/radar-server,0,0
1319112_3,1319112,3,0,0,0,2,IpcPulseRouter,opt/apps/bin/radar-server,0,0
1319112_4,1319112,4,0,0,0,2,IpcStubTransport(radarservice.1.2.radarservice_default),opt/apps/bin/radar-server,0,0
1319113_1,1319113,1,436,0,0,1304,None_1,opt/apps/bin/adasmanagersafe_server,0,6
1319113_2,1319113,2,0,0,0,2,xcp_recv_thread,opt/apps/bin/adasmanagersafe_server,0,0
1319113_3,1319113,3,0,0,0,2,IpcStubTransport(adasmanagerinterfacesafe.2.4.adas_managerinterfacesafe_default),opt/apps/bin/adasmanagersafe_server,0,0
1319113_4,1319113,4,0,0,0,2,IpcStubTransport(adasmanagerstatusinterfacesafe.2.5.adas_managerstatusinterfacesafe_default),opt/apps/bin/adasmanagersafe_server,0,0
1319113_5,1319113,5,0,0,0,2,IpcStubTransport(adasmanagerexternalinterfacesafe.1.0.adas_manager_external_interfacesafe_default),opt/apps/bin/adasmanagersafe_server,0,0
1319113_6,1319113,6,0,0,0,2,IpcStubTransport(adasmanagerinterfacesafev2.2.5.adas_managerinterfacesafev2_default),opt/apps/bin/adasmanagersafe_server,0,0
1319113_7,1319113,7,0,0,0,2,IpcStubTransport(adasmanagerstatusinterfacesafev2.2.6.adas_managerstatusinterfacesafev2_default),opt/apps/bin/adasmanagersafe_server,0,0
1319113_8,1319113,8,0,0,0,2,IpcPulseRouter,opt/apps/bin/adasmanagersafe_server,0,0
1319113_9,1319113,9,0,0,0,2,SignalHandler,opt/apps/bin/adasmanagersafe_server,0,0
1319114_1,1319114,1,433,0,0,1536,None_1,opt/apps/bin/driversupportfunctionscontroller,0,0
1319114_2,1319114,2,0,0,0,2,IpcStubTransport(driversupportfunctionscontroller.1.4.driversupportfunctionscontroller_default),opt/apps/bin/driversupportfunctionscontroller,0,0
1319114_3,1319114,3,0,0,0,2,IpcPulseRouter,opt/apps/bin/driversupportfunctionscontroller,0,0
1319114_4,1319114,4,67,0,0,231,SignalComm,opt/apps/bin/driversupportfunctionscontroller,0,0
1319114_5,1319114,5,67,0,0,231,SignalComm,opt/apps/bin/driversupportfunctionscontroller,0,0
1319114_6,1319114,6,111,0,0,455,SignalComm,opt/apps/bin/driversupportfunctionscontroller,0,0
1319114_7,1319114,7,0,0,0,2,SignalHandler,opt/apps/bin/driversupportfunctionscontroller,0,0
1319115_1,1319115,1,2,0,0,13,None_1,opt/apps/bin/electronic-toll-collection-manager-china,0,0
1319115_2,1319115,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/electronic-toll-collection-manager-china,0,0
1319115_3,1319115,3,10,0,0,36,SignalComm,opt/apps/bin/electronic-toll-collection-manager-china,0,0
1319115_4,1319115,4,0,0,0,2,SignalHandler,opt/apps/bin/electronic-toll-collection-manager-china,0,0
1319116_1,1319116,1,40,0,0,137,None_1,opt/apps/bin/seatbeltreminder,0,0
1319116_2,1319116,2,0,0,0,2,IpcStubTransport(seatbeltreminder.3.1.seatbeltreminder_default),opt/apps/bin/seatbeltreminder,0,0
1319116_3,1319116,3,0,0,0,2,IpcPulseRouter,opt/apps/bin/seatbeltreminder,0,0
1319116_4,1319116,4,0,0,0,2,SignalHandler,opt/apps/bin/seatbeltreminder,0,0
1319117_1,1319117,1,291,0,0,1116,None_1,opt/apps/bin/statistical_data_aggregator,0,0
1319117_2,1319117,2,204,0,0,693,IpcPulseRouter,opt/apps/bin/statistical_data_aggregator,0,0
1319117_3,1319117,3,0,0,0,2,SignalHandler,opt/apps/bin/statistical_data_aggregator,0,0
1319118_1,1319118,1,0,0,0,1,None_1,opt/apps/bin/statistical_data_manager_server,0,0
1319118_2,1319118,2,0,0,0,2,IpcStubTransport(statisticaldatainternal.0.4.statisticaldatainternal_default),opt/apps/bin/statistical_data_manager_server,0,0
1319118_3,1319118,3,0,0,0,2,SignalHandler,opt/apps/bin/statistical_data_manager_server,0,0
1319118_4,1319118,4,0,0,0,2,IpcPulseRouter,opt/apps/bin/statistical_data_manager_server,0,0
1319119_1,1319119,1,2,0,0,9,None_1,opt/apps/bin/adassensormodemanager,0,0
1319119_2,1319119,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/adassensormodemanager,0,0
1319119_3,1319119,3,0,0,0,2,SignalHandler,opt/apps/bin/adassensormodemanager,0,0
1319120_1,1319120,1,2,0,0,15,None_1,opt/apps/bin/alarmservice_server,0,0
1319120_2,1319120,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/alarmservice_server,0,0
1319120_3,1319120,3,0,0,0,2,IpcStubTransport(alarmservice.0.4.alarmservice_default),opt/apps/bin/alarmservice_server,0,0
1319120_4,1319120,4,0,0,0,2,SignalHandler,opt/apps/bin/alarmservice_server,0,0
1319120_5,1319120,5,9,0,0,32,SignalComm,opt/apps/bin/alarmservice_server,0,0
1319121_1,1319121,1,202,0,0,721,None_1,opt/apps/bin/asil_data_runner,0,0
1319121_2,1319121,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/asil_data_runner,0,0
1319121_3,1319121,3,0,0,0,2,SignalHandler,opt/apps/bin/asil_data_runner,0,0
1319122_1,1319122,1,1,0,0,4,None_1,opt/apps/bin/assistance-call-adapter,0,0
1319122_2,1319122,2,1,0,0,5,IpcPulseRouter,opt/apps/bin/assistance-call-adapter,0,0
1319122_3,1319122,3,0,0,0,2,SignalHandler,opt/apps/bin/assistance-call-adapter,0,0
1319123_1,1319123,1,10,0,0,39,None_1,opt/apps/bin/charge_coordinator_runner,0,0
1319123_2,1319123,2,0,0,0,2,SignalHandler,opt/apps/bin/charge_coordinator_runner,0,0
1319123_3,1319123,3,0,0,0,2,IpcPulseRouter,opt/apps/bin/charge_coordinator_runner,0,0
1319123_4,1319123,4,0,0,0,2,IpcStubTransport(locationdependentchargersettings.1.0.locationdependentchargersettingsservice_defaul,opt/apps/bin/charge_coordinator_runner,0,0
1319123_5,1319123,5,0,0,0,2,IpcStubTransport(globalchargersettings.1.1.globalchargersettingsservice_default),opt/apps/bin/charge_coordinator_runner,0,0
1319123_6,1319123,6,0,0,0,2,xcp_recv_thread,opt/apps/bin/charge_coordinator_runner,0,0
1319124_1,1319124,1,5,0,0,16,None_1,opt/apps/bin/country_info_provider,0,0
1319124_2,1319124,2,0,0,0,2,SignalHandler,opt/apps/bin/country_info_provider,0,0
1319124_3,1319124,3,0,0,0,2,IpcStubTransport(country_info_provider.1.8.countryinfoprovider_default),opt/apps/bin/country_info_provider,0,0
1319124_4,1319124,4,0,0,0,2,IpcPulseRouter,opt/apps/bin/country_info_provider,0,0
1319125_1,1319125,1,100,0,0,322,None_1,opt/apps/bin/diagnostic_secoc_monitor,0,0
1319125_2,1319125,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/diagnostic_secoc_monitor,0,0
1319125_3,1319125,3,0,0,0,2,IpcStubTransport(uds_did_communication.2.0.diagnostic_secoc_monitor),opt/apps/bin/diagnostic_secoc_monitor,0,0
1319125_4,1319125,4,0,0,0,2,IpcStubTransport(uds_rid_communication.2.0.diagnostic_secoc_monitor),opt/apps/bin/diagnostic_secoc_monitor,0,0
1319125_5,1319125,5,0,0,0,2,SignalHandler,opt/apps/bin/diagnostic_secoc_monitor,0,0
1319126_1,1319126,1,120,0,0,429,None_1,opt/apps/bin/diagnostic_watchdog_monitor,0,0
1319126_2,1319126,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/diagnostic_watchdog_monitor,0,0
1319126_3,1319126,3,0,0,0,2,IpcStubTransport(uds_did_communication.2.0.diagnostic_watchdog_monitor),opt/apps/bin/diagnostic_watchdog_monitor,0,0
1319126_4,1319126,4,0,0,0,2,SignalHandler,opt/apps/bin/diagnostic_watchdog_monitor,0,0
1319127_1,1319127,1,111,0,0,418,None_1,opt/apps/bin/driver-coach-adapter,0,0
1319127_2,1319127,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/driver-coach-adapter,0,0
1319127_3,1319127,3,0,0,0,2,SignalHandler,opt/apps/bin/driver-coach-adapter,0,0
1319128_1,1319128,1,203,0,0,682,None_1,opt/apps/bin/electrical_faults_coordinator,0,0
1319128_2,1319128,2,0,0,0,2,IpcStubTransport(electricalfaults.1.0.electrical_faults_default),opt/apps/bin/electrical_faults_coordinator,0,0
1319128_3,1319128,3,200,0,0,692,IpcPulseRouter,opt/apps/bin/electrical_faults_coordinator,0,0
1319128_4,1319128,4,10,0,0,38,SignalComm,opt/apps/bin/electrical_faults_coordinator,0,0
1319128_5,1319128,5,11,0,0,41,SignalComm,opt/apps/bin/electrical_faults_coordinator,0,0
1319128_6,1319128,6,0,0,0,2,SignalHandler,opt/apps/bin/electrical_faults_coordinator,0,0
1319129_1,1319129,1,0,0,0,1,None_1,opt/apps/bin/human-vision-manager,0,0
1319129_2,1319129,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/human-vision-manager,0,0
1319129_3,1319129,3,0,0,0,2,SignalHandler,opt/apps/bin/human-vision-manager,0,0
1319130_1,1319130,1,2,0,0,11,None_1,opt/apps/bin/hvbmactivation,0,0
1319130_2,1319130,2,0,0,0,2,SignalHandler,opt/apps/bin/hvbmactivation,0,0
1319130_3,1319130,3,0,0,0,2,IpcPulseRouter,opt/apps/bin/hvbmactivation,0,0
1319131_1,1319131,1,2,0,0,13,None_1,opt/apps/bin/interior-light-server,0,0
1319131_2,1319131,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/interior-light-server,0,0
1319131_3,1319131,3,10,0,0,32,SignalComm,opt/apps/bin/interior-light-server,0,0
1319131_4,1319131,4,0,0,0,2,IpcStubTransport(interiorlight.1.1.interiorlight_default),opt/apps/bin/interior-light-server,0,0
1319131_5,1319131,5,0,0,0,2,SignalHandler,opt/apps/bin/interior-light-server,0,0
1319132_1,1319132,1,0,0,0,1,None_1,opt/apps/bin/intrusion-detection-system,0,0
1319132_2,1319132,2,0,0,0,2,SignalHandler,opt/apps/bin/intrusion-detection-system,0,0
1319132_3,1319132,3,0,0,0,2,IpcStubTransport(uds_did_communication.2.0.uds_did_ids),opt/apps/bin/intrusion-detection-system,0,0
1319132_4,1319132,4,0,0,0,2,IpcPulseRouter,opt/apps/bin/intrusion-detection-system,0,0
1319133_1,1319133,1,0,0,0,1,None_1,opt/apps/bin/map_energy_adapter_app,0,0
1319133_2,1319133,2,0,0,0,2,SignalHandler,opt/apps/bin/map_energy_adapter_app,0,0
1319133_3,1319133,3,0,0,0,2,IpcPulseRouter,opt/apps/bin/map_energy_adapter_app,0,0
1319134_1,1319134,1,4,0,0,15,None_1,opt/apps/bin/media-switch-adapter,0,0
1319134_2,1319134,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/media-switch-adapter,0,0
1319134_3,1319134,3,0,0,0,2,SignalHandler,opt/apps/bin/media-switch-adapter,0,0
1319134_4,1319134,4,10,0,0,34,SignalComm,opt/apps/bin/media-switch-adapter,0,0
1319135_1,1319135,1,102,0,0,359,None_1,opt/apps/bin/occupant_forgotten_assessment_server,0,0
1319135_2,1319135,2,0,0,0,2,SignalHandler,opt/apps/bin/occupant_forgotten_assessment_server,0,0
1319135_3,1319135,3,0,0,0,2,IpcStubTransport(occupantforgottenassessment.2.2.occupantforgottenassessment_default),opt/apps/bin/occupant_forgotten_assessment_server,0,0
1319135_4,1319135,4,0,0,0,2,IpcPulseRouter,opt/apps/bin/occupant_forgotten_assessment_server,0,0
1319136_1,1319136,1,2,0,0,7,None_1,opt/apps/bin/positioning,0,0
1319136_2,1319136,2,0,0,0,2,IpcStubTransport(positioning.1.0.positioning_default),opt/apps/bin/positioning,0,0
1319136_3,1319136,3,0,0,0,2,IpcPulseRouter,opt/apps/bin/positioning,0,0
1319136_4,1319136,4,0,0,0,2,SignalHandler,opt/apps/bin/positioning,0,0
1319137_1,1319137,1,0,0,0,1,None_1,opt/apps/bin/standardprecisionpositioning,0,0
1319137_2,1319137,2,0,0,0,2,IpcStubTransport(standardprecisionpositioning.0.1.standardprecisionpositioning_default),opt/apps/bin/standardprecisionpositioning,0,0
1319137_3,1319137,3,0,0,0,2,IpcPulseRouter,opt/apps/bin/standardprecisionpositioning,0,0
1319137_4,1319137,4,0,0,0,2,SignalHandler,opt/apps/bin/standardprecisionpositioning,0,0
1319138_1,1319138,1,1002,0,0,4163,None_1,var/csp_debug/suspension-data-forwarder,0,0
1319138_2,1319138,2,0,0,0,2,xcp_recv_thread,var/csp_debug/suspension-data-forwarder,0,0
1319138_3,1319138,3,5,0,0,23,IpcPulseRouter,var/csp_debug/suspension-data-forwarder,0,0
1319138_4,1319138,4,0,0,0,2,SignalHandler,var/csp_debug/suspension-data-forwarder,0,0
1319139_1,1319139,1,2,0,0,7,None_1,opt/apps/bin/telematics_application_adapter,0,0
1319139_2,1319139,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/telematics_application_adapter,0,0
1319139_3,1319139,3,0,0,0,2,SignalHandler,opt/apps/bin/telematics_application_adapter,0,0
1319139_4,1319139,4,0,0,0,1,None_4,opt/apps/bin/telematics_application_adapter,0,0
1319139_5,1319139,5,0,0,0,1,None_5,opt/apps/bin/telematics_application_adapter,0,0
1319140_1,1319140,1,2,0,0,9,None_1,opt/apps/bin/user-manager,0,0
1319140_2,1319140,2,0,0,0,2,IpcStubTransport(usermanager.0.1.usermanager_default),opt/apps/bin/user-manager,0,0
1319140_3,1319140,3,0,0,0,2,IpcPulseRouter,opt/apps/bin/user-manager,0,0
1319140_4,1319140,4,10,0,0,32,SignalComm,opt/apps/bin/user-manager,0,0
1319140_5,1319140,5,0,0,0,2,SignalHandler,opt/apps/bin/user-manager,0,0
1319141_1,1319141,1,0,0,0,1,None_1,opt/apps/bin/vehicle-charging-input-adapter,0,0
1319141_2,1319141,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/vehicle-charging-input-adapter,0,0
1319141_3,1319141,3,0,0,0,2,SignalHandler,opt/apps/bin/vehicle-charging-input-adapter,0,0
1319142_1,1319142,1,0,0,0,1,None_1,opt/apps/bin/vehicle-status-adapter,0,0
1319142_2,1319142,2,0,0,0,2,IpcPulseRouter,opt/apps/bin/vehicle-status-adapter,0,0
1319142_3,1319142,3,0,0,0,2,SignalHandler,opt/apps/bin/vehicle-status-adapter,0,0
1319142_4,1319142,4,0,0,0,1,None_4,opt/apps/bin/vehicle-status-adapter,0,0
1319143_1,1319143,1,0,0,0,1,None_1,opt/apps/bin/vehiclelanguagecontroller,0,0
1319143_2,1319143,2,0,0,0,2,SignalHandler,opt/apps/bin/vehiclelanguagecontroller,0,0
1319143_3,1319143,3,0,0,0,2,IpcStubTransport(vehiclelanguagecontroller.1.0.vehiclelanguagecontroller_default),opt/apps/bin/vehiclelanguagecontroller,0,0
1319143_4,1319143,4,0,0,0,2,IpcPulseRouter,opt/apps/bin/vehiclelanguagecontroller,0,0
1319144_1,1319144,1,0,0,0,1,None_1,opt/apps/bin/wakeup-time-manager,0,0
1319144_2,1319144,2,0,0,0,2,SignalHandler,opt/apps/bin/wakeup-time-manager,0,0
1319144_3,1319144,3,0,0,0,2,IpcStubTransport(wakeuptimemanager.0.5.wakeuptimemanager_default),opt/apps/bin/wakeup-time-manager,0,0
1319144_4,1319144,4,0,0,0,2,IpcPulseRouter,opt/apps/bin/wakeup-time-manager,0,0
1319145_1,1319145,1,436,0,0,1281,None_1,opt/apps/bin/zen_asil_feature_a,0,52
1319145_2,1319145,2,354,0,0,1995,profiling,opt/apps/bin/zen_asil_feature_a,0,114
1319145_3,1319145,3,0,0,0,2,SignalHandler,opt/apps/bin/zen_asil_feature_a,0,0
1319145_4,1319145,4,0,0,0,2,IpcStubTransport(asil_feature_a_service.0.1.zen_asil_feature_a),opt/apps/bin/zen_asil_feature_a,0,0
1319145_5,1319145,5,0,0,0,2,IpcPulseRouter,opt/apps/bin/zen_asil_feature_a,0,0
1319145_6,1319145,6,0,0,0,2,IpcStubTransport(zenplanasafeexternalinterface.2.0.zenplanasafeexternalinterface_default),opt/apps/bin/zen_asil_feature_a,0,0
1319145_7,1319145,7,0,0,0,2,IpcStubTransport(lateral_request_type_confirmed_a_service.0.1.zen_asil_feature_a),opt/apps/bin/zen_asil_feature_a,0,0
1319146_1,1319146,1,436,0,0,1266,None_1,opt/apps/bin/zen_asil_sensorfusion_a,0,40
1319146_2,1319146,2,355,0,0,1909,profiling,opt/apps/bin/zen_asil_sensorfusion_a,0,100
1319146_3,1319146,3,0,0,0,2,SignalHandler,opt/apps/bin/zen_asil_sensorfusion_a,0,0
1319146_4,1319146,4,0,0,0,2,IpcStubTransport(asil_sensorfusion_a_service.0.1.zen_asil_sensorfusion_a),opt/apps/bin/zen_asil_sensorfusion_a,0,0
1319146_5,1319146,5,0,0,0,2,IpcPulseRouter,opt/apps/bin/zen_asil_sensorfusion_a,0,0
1319147_1,1319147,1,11,0,0,35,None_1,opt/apps/bin/zen_nominal_freespace_fusion_a,0,0
1319147_2,1319147,2,0,0,0,1,None_2,opt/apps/bin/zen_nominal_freespace_fusion_a,0,0
1319147_3,1319147,3,0,0,0,2,SignalHandler,opt/apps/bin/zen_nominal_freespace_fusion_a,0,0
1319148_1,1319148,1,1037,0,0,3297,None_1,opt/apps/bin/zen_qm_ego_vehicle_motion,0,47
1319148_2,1319148,2,328,0,0,1641,profiling,opt/apps/bin/zen_qm_ego_vehicle_motion,0,32
1319148_3,1319148,3,0,0,0,2,SignalHandler,opt/apps/bin/zen_qm_ego_vehicle_motion,0,0
1319148_4,1319148,4,0,0,0,2,IpcPulseRouter,opt/apps/bin/zen_qm_ego_vehicle_motion,0,0
1319148_5,1319148,5,0,0,0,2,IpcStubTransport(ego_vehicle_motion_trail_service.0.1.zen_qm_ego_vehicle_motion),opt/apps/bin/zen_qm_ego_vehicle_motion,0,0
1319148_6,1319148,6,0,0,0,2,IpcStubTransport(vehicle_peripherals_state_service.0.1.zen_qm_ego_vehicle_motion),opt/apps/bin/zen_qm_ego_vehicle_motion,0,0
1319148_7,1319148,7,0,0,0,2,IpcStubTransport(vehicle_exterior_light_state_service.0.1.zen_qm_ego_vehicle_motion),opt/apps/bin/zen_qm_ego_vehicle_motion,0,0
1319148_8,1319148,8,0,0,0,2,IpcStubTransport(vehicle_hmi_state_service.0.1.zen_qm_ego_vehicle_motion),opt/apps/bin/zen_qm_ego_vehicle_motion,0,0
1319149_1,1319149,1,447,0,0,1742,None_1,opt/apps/bin/zen_qm_feature_a,0,117
1319149_2,1319149,2,329,0,0,1678,profiling,opt/apps/bin/zen_qm_feature_a,0,31
1319149_3,1319149,3,0,0,0,2,SignalHandler,opt/apps/bin/zen_qm_feature_a,0,0
1319149_4,1319149,4,0,0,0,2,IpcStubTransport(fisheyecameraserverinterface.1.0.fisheyecameraserverinterface_default),opt/apps/bin/zen_qm_feature_a,0,0
1319149_5,1319149,5,0,0,0,2,IpcStubTransport(nominaltrajectoryplanning.1.0.zen_qm_feature_a),opt/apps/bin/zen_qm_feature_a,0,0
1319149_6,1319149,6,0,0,0,2,IpcStubTransport(flcwcameraserverinterface.1.0.flcwcameraserverinterface_default),opt/apps/bin/zen_qm_feature_a,0,0
1319149_7,1319149,7,0,0,0,2,IpcPulseRouter,opt/apps/bin/zen_qm_feature_a,0,0
1319149_8,1319149,8,0,0,0,2,IpcStubTransport(feature_a_service.0.1.zen_qm_feature_a),opt/apps/bin/zen_qm_feature_a,0,0
1319149_9,1319149,9,0,0,0,2,IpcStubTransport(feature_a_probing_service.0.1.zen_qm_feature_a),opt/apps/bin/zen_qm_feature_a,0,0
1319149_10,1319149,10,0,0,0,2,IpcStubTransport(zenplanaexternalinterface.2.0.zenplanaexternalinterface_default),opt/apps/bin/zen_qm_feature_a,0,0
1319149_11,1319149,11,0,0,0,2,IpcStubTransport(driver_state_alert_data_service.0.1.zen_qm_feature_a),opt/apps/bin/zen_qm_feature_a,0,0
1319150_1,1319150,1,440,0,0,1376,None_1,opt/apps/bin/zen_qm_mapengine,0,19
1319150_2,1319150,2,329,0,0,1687,profiling,opt/apps/bin/zen_qm_mapengine,0,35
